,dow,Season,Total,dowsat,dowsun,dowmon,dowtue,dowwed,dowthu,dowfri,aj1,aj2,aj3,aj4,f1,f2,f3,f4,m1,m2,m3,m4
249,Mon,aj2,536.991,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,Sat,f1,439.8975,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,Sun,m3,369.495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252,Sat,m1,30.219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
253,Sat,m2,99.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,Sun,aj1,494.76,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
255,Tue,aj4,137.004,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
256,Thu,aj4,69.6675,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
257,Tue,f1,163.233,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
258,Wed,f2,135.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,Thu,f1,276.948,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
260,Tue,m3,709.317,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
261,Thu,m1,69.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
262,Wed,m2,160.86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263,Sat,f2,233.52,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264,Tue,f4,57.1725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
265,Tue,m2,723.24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,Thu,m2,148.974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
267,Tue,aj1,783.3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
268,Sat,aj1,297.108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269,Fri,aj1,373.17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
270,Wed,m1,354.0075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
271,Thu,aj1,44.352,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
272,Mon,aj1,203.553,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
273,Sun,aj4,25.263,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,Tue,f4,628.173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,Mon,aj1,352.5795,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276,Mon,aj1,229.11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
277,Sat,f1,400.764,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,Wed,m3,745.395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
279,Wed,m3,462.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,Fri,f3,587.664,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
281,Wed,m1,38.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,Sun,aj1,16.107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283,Mon,m1,628.929,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
284,Tue,m2,200.214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
285,Wed,f3,350.07,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,Sun,m4,78.603,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
287,Thu,aj4,224.4375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
288,Fri,aj4,356.5485,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
289,Sun,f1,697.368,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,Thu,aj4,423.15,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
291,Thu,m2,204.6975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
292,Mon,f3,65.604,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,Mon,aj3,76.356,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
294,Wed,m2,190.155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,Sun,m1,272.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
296,Fri,m4,121.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
297,Thu,aj2,493.794,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
298,Fri,aj4,252.042,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
299,Sat,aj3,93.0405,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300,Wed,aj1,209.622,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301,Tue,m2,40.9605,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
302,Mon,f4,51.0405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
303,Mon,m3,214.998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
304,Sat,f4,125.664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,Tue,m4,530.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
306,Sat,m4,295.6905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,Sun,f3,745.836,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
308,Thu,m3,83.412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
309,Tue,m1,172.011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
310,Thu,aj4,503.559,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
311,Tue,f1,145.593,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
312,Fri,f1,74.7075,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
313,Thu,m1,146.9475,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
314,Sun,f2,820.365,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
315,Thu,f2,208.677,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
316,Sat,f2,66.402,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
317,Thu,aj2,392.6475,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
318,Mon,m2,218.0745,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,Mon,f3,185.094,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,Tue,f4,216.6885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,Fri,aj3,41.391,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
322,Fri,f3,96.138,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
323,Fri,m1,324.2925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
324,Thu,aj3,135.576,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
325,Tue,m2,410.508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
326,Sat,m2,523.845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
327,Tue,m2,395.892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
328,Fri,aj4,214.746,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
329,Mon,m4,152.712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,Thu,f1,208.089,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
331,Sun,f3,103.635,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
332,Sun,f1,404.355,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,Thu,m2,49.308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
334,Sun,m4,77.175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,Thu,m3,149.3625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
336,Tue,m3,721.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
337,Sun,f4,365.085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
338,Thu,m4,150.0975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
339,Tue,f1,404.649,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
340,Sun,f2,151.4835,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
341,Tue,m1,411.3795,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
342,Fri,f3,565.215,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
343,Wed,aj4,509.4075,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
344,Thu,f2,140.6475,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
345,Wed,f4,736.4385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,Mon,f1,75.5475,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,Sun,aj3,749.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348,Thu,m4,191.247,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
349,Wed,f4,141.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
350,Fri,f3,1042.65,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
351,Sat,aj4,379.9215,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,Thu,m2,402.2655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
353,Sat,m1,255.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
354,Mon,m1,31.752,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
355,Mon,aj1,374.388,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
356,Fri,m1,394.275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
357,Wed,aj2,1002.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,Fri,m1,86.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
359,Sat,m2,78.7185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,Sun,f3,680.064,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361,Wed,f4,793.548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
362,Thu,m1,209.559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
363,Mon,aj3,461.286,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
364,Tue,f3,173.208,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,Sun,aj1,343.056,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
366,Thu,m2,484.974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
367,Sun,m4,276.948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
368,Sun,aj4,150.78,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,Wed,m1,203.175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
370,Sat,f1,193.011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,Fri,aj4,128.016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
372,Thu,m2,441.693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
373,Tue,aj4,265.104,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
374,Thu,aj1,352.2225,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
375,Mon,aj2,507.675,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,Sat,aj1,334.341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,Fri,f4,701.8515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
378,Wed,f1,407.316,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
379,Wed,aj4,99.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
380,Fri,aj2,345.786,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
381,Tue,m3,55.881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
382,Mon,aj2,523.3725,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383,Fri,m1,314.538,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
384,Sun,aj1,214.935,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
385,Thu,aj4,79.611,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
386,Mon,m2,294.651,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
387,Wed,f3,339.36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,Sun,aj4,510.9615,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389,Sun,m2,133.917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,Fri,f3,253.512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
391,Sat,aj4,398.475,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
392,Wed,f2,80.661,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
393,Sat,m2,548.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
394,Wed,m1,83.727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
395,Thu,aj4,406.875,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
396,Wed,m2,284.9175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
397,Fri,m2,128.4255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
398,Tue,m1,258.678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,Mon,m1,181.818,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
400,Mon,m4,248.409,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
401,Tue,m2,194.124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,Mon,f1,14.679,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,Fri,f4,208.6875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
404,Sat,f3,718.7565,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,Sat,aj3,282.492,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
406,Fri,aj2,72.3975,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
407,Fri,aj1,288.582,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
408,Mon,m1,237.426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,Mon,aj4,125.055,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
410,Wed,aj1,359.205,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
411,Fri,aj4,45.927,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
412,Fri,aj1,110.0925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
413,Sun,m2,81.396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
414,Fri,m3,427.812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
415,Fri,aj4,100.9155,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
416,Tue,aj1,190.596,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
417,Tue,aj3,85.5855,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418,Sat,aj2,120.162,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419,Mon,f1,185.367,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,Thu,m4,121.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
421,Wed,aj3,264.7575,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
422,Fri,f2,1020.705,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
423,Tue,m3,213.528,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
424,Sat,m2,17.094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
425,Wed,aj1,383.7645,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,Mon,aj3,390.7995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
427,Wed,m3,65.7405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
428,Wed,f4,353.1675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
429,Fri,m1,951.825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
430,Thu,aj4,145.068,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
431,Fri,m1,90.867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
432,Sun,aj2,147.798,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,Sat,m2,702.219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,Fri,f4,49.812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
435,Tue,m3,937.818,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
436,Sun,aj3,348.306,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
437,Fri,m1,214.137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
438,Fri,m1,71.568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
439,Thu,f1,343.224,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
440,Tue,aj2,91.56,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,Fri,m3,742.812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
442,Tue,aj2,843.0345,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,Tue,aj1,13.419,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
444,Tue,aj2,140.385,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
445,Mon,aj4,20.1075,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446,Thu,f2,290.43,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
447,Sun,m2,144.081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,Sat,aj2,28.4235,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449,Tue,m4,41.076,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
450,Tue,m4,470.673,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
451,Wed,aj1,138.663,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
452,Sat,m2,333.9525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,Sun,m1,26.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
454,Thu,aj4,87.234,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
455,Wed,f2,155.19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
456,Fri,f3,731.43,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
457,Thu,f1,833.595,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
458,Sun,aj4,488.985,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459,Sat,f4,37.6845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
460,Sun,f1,212.73,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
461,Sun,m1,767.025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462,Sun,f1,310.59,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
463,Sun,m3,23.751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
464,Thu,m4,269.535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
465,Sat,m1,572.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
466,Fri,f2,273.0525,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
467,Fri,m3,233.226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
468,Sat,f2,22.659,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469,Fri,f3,103.782,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
470,Wed,aj3,527.751,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
471,Fri,aj4,168.21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
472,Sat,f1,452.865,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
473,Sat,m4,609.588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
474,Sat,m4,338.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
475,Mon,f4,205.317,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,Mon,m3,174.615,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,Thu,m1,353.094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
478,Sat,m2,360.885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
479,Tue,aj4,40.53,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
480,Sat,f1,554.148,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,Fri,f3,344.4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
482,Tue,aj1,194.985,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,Tue,f2,633.99,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
484,Tue,f2,388.29,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
485,Thu,m3,207.858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
486,Thu,f4,431.445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,Sat,m3,156.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
488,Wed,aj4,24.108,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,Mon,f1,734.076,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
490,Wed,m2,72.87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
491,Fri,m2,206.43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
492,Tue,m1,212.688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
493,Tue,m1,127.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,Tue,f4,209.769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,Wed,m3,637.728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
496,Tue,m3,132.762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
497,Sun,aj4,568.512,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
498,Mon,aj3,103.0365,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
